SRR645666,SAMN01882268,WXS,B80_Cancer,SRS383295,HUMistXENAAAPEI-9,2828,1765
SRR645667,SAMN01882268,WXS,B80_Cancer,SRS383295,HUMistXENAAAPEI-9,2357,1399
SRR645668,SAMN01882269,WXS,B80_Normal,SRS383296,HUMistXEMAAAPEI-8,658,411
SRR645669,SAMN01882269,WXS,B80_Normal,SRS383296,HUMistXEMAAAPEI-8,3854,2387
SRR645670,SAMN01882269,WXS,B80_Normal,SRS383296,HUMistXEMAAAPEI-8,3181,1858
